enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,will_change_career
10364,city_114,0.926,,Has relevent experience,no_enrollment,High School,,11,10000+,Other,>4,107,0
8906,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,2,11,0
4182,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,85,0
28141,city_21,0.624,,No relevent experience,no_enrollment,,,2,,,0,72,0
12943,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,4,50,0
26762,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,17,500-999,Pvt Ltd,2,73,0
22100,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,9,100-500,Pvt Ltd,2,156,0
5549,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,1000-4999,NGO,>4,172,0
8001,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1,74,0
14176,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,,,2,4,1
20988,city_103,0.92,Male,No relevent experience,Part time course,High School,,3,,,1,24,1
10096,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,,>4,99,0
18688,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,2,,Pvt Ltd,1,2,1
32990,city_21,0.624,,Has relevent experience,Full time course,,,3,,Early Stage Startup,>4,132,1
18908,city_114,0.926,Male,No relevent experience,Full time course,Masters,STEM,10,1000-4999,Public Sector,2,37,0
8739,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Early Stage Startup,>4,94,0
29900,city_11,0.55,,No relevent experience,Full time course,Graduate,STEM,3,,,0,14,1
6372,city_13,0.8270000000000001,Male,No relevent experience,no_enrollment,Masters,STEM,7,<10,,1,44,0
15178,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,10000+,Pvt Ltd,>4,80,0
9226,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,Other,1,<10,,,24,1
819,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3,27,1
6014,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,,1,154,0
7537,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,11,,,1,55,0
30685,city_103,0.92,,Has relevent experience,,,,6,,,,156,0
31595,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,58,0
23812,city_28,0.939,Male,Has relevent experience,Full time course,High School,,8,,,0,180,0
16712,city_74,0.579,Male,Has relevent experience,no_enrollment,Masters,Humanities,10,,,0,27,0
7174,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,NGO,2,246,0
28081,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,>20,100-500,Pvt Ltd,1,4,0
1218,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,4,128,0
8899,city_160,0.92,,No relevent experience,no_enrollment,Primary School,,<1,,,0,53,0
5181,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Primary School,,4,,,1,40,1
840,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Early Stage Startup,1,102,0
2935,city_67,0.855,Male,No relevent experience,Full time course,High School,,7,,,1,55,1
5107,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,143,0
4822,city_91,0.691,,Has relevent experience,Full time course,Graduate,STEM,4,,NGO,,34,1
31920,city_83,0.923,Male,No relevent experience,Full time course,Masters,STEM,4,,,1,83,0
29220,city_21,0.624,Male,No relevent experience,no_enrollment,High School,,3,,,0,9,0
21501,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,2,81,1
13500,city_11,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,62,1
5210,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,12,0
10443,city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Pvt Ltd,2,41,0
11068,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,,,0,100,1
27205,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,,,0,75,1
9921,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,,Public Sector,4,86,0
10186,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Pvt Ltd,3,54,0
28508,city_21,0.624,,No relevent experience,Full time course,High School,,3,,,0,145,0
24021,city_165,0.903,Male,Has relevent experience,no_enrollment,Phd,STEM,4,5000-9999,Public Sector,2,21,1
31611,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,44,1
16681,city_138,0.836,Female,Has relevent experience,no_enrollment,Phd,Humanities,18,50-99,Pvt Ltd,>4,23,0
12895,city_114,0.926,Male,Has relevent experience,Part time course,High School,,15,50-99,Pvt Ltd,3,72,0
19356,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,4,65,0
27663,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,24,0
25779,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,17,,Public Sector,4,20,0
24349,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Oct-49,Pvt Ltd,3,8,0
25613,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,2,104,0
27310,city_21,0.624,Male,No relevent experience,Full time course,High School,,4,,,0,44,0
16109,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,>4,74,1
30452,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,>4,8,0
9378,city_28,0.939,Other,No relevent experience,Full time course,Graduate,No Major,2,50-99,Pvt Ltd,1,45,0
2688,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,4,,,0,7,1
21183,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,68,0
8221,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,4,24,0
4266,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,65,0
15775,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Arts,4,50-99,Funded Startup,1,31,0
6604,city_173,0.878,,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,2,4,0
31510,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,1,86,0
19544,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,2,258,1
10321,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,42,0
5464,city_117,0.698,,Has relevent experience,Full time course,,,1,<10,Early Stage Startup,1,112,0
17611,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,,,2,47,1
11664,city_50,0.8959999999999999,,No relevent experience,no_enrollment,High School,,2,100-500,Pvt Ltd,2,27,0
15407,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,6,1
21266,city_103,0.92,,Has relevent experience,Full time course,Graduate,STEM,4,,,1,55,1
25555,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,Public Sector,2,107,1
32348,city_128,0.527,Male,No relevent experience,no_enrollment,Masters,STEM,4,,,3,48,0
3858,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,2,,Pvt Ltd,0,4,1
29955,city_155,0.556,,Has relevent experience,,Graduate,STEM,3,50-99,Pvt Ltd,1,50,1
19583,city_160,0.92,Male,Has relevent experience,Full time course,High School,,15,Oct-49,Funded Startup,2,33,0
12785,city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,11,0
21361,city_19,0.682,,No relevent experience,no_enrollment,Graduate,STEM,4,,,1,34,1
11823,city_134,0.698,Male,No relevent experience,,,,3,,,0,37,0
28681,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,1,,,1,23,1
5030,city_24,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,,,0,11,0
17170,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Oct-49,Pvt Ltd,>4,57,0
16653,city_70,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Other,1,140,1
16347,city_21,0.624,,No relevent experience,Full time course,Masters,STEM,1,,,0,16,0
25439,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,32,0
12595,city_23,0.899,,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,,39,0
11985,city_20,0.7959999999999999,,No relevent experience,no_enrollment,,,1,100-500,,,88,0
20813,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,20,0
24516,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,18,0
17887,city_11,0.55,Male,Has relevent experience,,,,3,,,,28,1
18968,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,Arts,12,50-99,Pvt Ltd,3,28,0
13347,city_21,0.624,,Has relevent experience,,,,9,Oct-49,Early Stage Startup,1,2,1
3163,city_61,0.913,,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,116,0
22439,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,1,24,0
1323,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,1,26,0
32115,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,24,0
28992,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,330,0
5703,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,0,44,0
382,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,107,0
2075,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,11,1
32708,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,1,107,0
5562,city_73,0.754,,No relevent experience,no_enrollment,Primary School,,2,,Pvt Ltd,0,102,0
24662,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,2,158,0
8887,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,1,59,1
8769,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,74,0
15599,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,60,1
23446,city_138,0.836,Male,No relevent experience,Full time course,Graduate,STEM,3,,,1,12,1
21751,city_100,0.887,,No relevent experience,no_enrollment,Masters,STEM,8,,,2,88,1
15579,city_26,0.698,Male,Has relevent experience,Full time course,High School,,6,Oct-49,,1,78,0
31529,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,50,0
10730,city_16,0.91,Male,No relevent experience,Full time course,High School,,2,,,0,16,0
29811,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,1,111,0
22534,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,5000-9999,Pvt Ltd,2,62,0
11435,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,108,0
9305,city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Oct-49,Pvt Ltd,1,91,0
14761,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,2,71,1
20683,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,102,1
3205,city_143,0.74,Male,No relevent experience,Full time course,Graduate,STEM,2,,,0,141,1
10501,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,167,1
11015,city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,14,Oct-49,Pvt Ltd,>4,17,0
20928,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,No Major,>20,,,>4,148,0
20583,city_21,0.624,,Has relevent experience,Full time course,Masters,STEM,3,50-99,Funded Startup,2,60,0
31675,city_21,0.624,Male,No relevent experience,Full time course,High School,,3,,,0,12,0
23684,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,,NGO,1,166,0
933,city_36,0.893,Male,No relevent experience,Part time course,High School,,5,50-99,Pvt Ltd,1,32,0
33144,city_19,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,2,74,0
3126,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,13,0
9108,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,12,0
18726,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,>4,41,0
7772,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,,0,11,0
27493,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,NGO,2,5,0
31691,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,>4,32,0
21156,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,1,78,1
7968,city_16,0.91,,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,18,0
9973,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,156,0
18189,city_90,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,,4,15,0
12362,city_21,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,,28,1
8547,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,,,1,82,0
2691,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,222,0
13824,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,,17,10000+,Pvt Ltd,>4,22,0
9370,city_104,0.924,Male,Has relevent experience,no_enrollment,High School,,11,50-99,Pvt Ltd,1,36,0
24630,city_90,0.698,,Has relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,3,30,1
28165,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,2,168,0
25301,city_136,0.897,Male,No relevent experience,Part time course,Masters,STEM,3,50-99,Public Sector,3,156,0
7828,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,29,1
26339,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,,1,37,0
20296,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,5,,,4,41,1
6355,city_152,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,1,146,0
22609,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,37,0
4730,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,,>4,24,0
28200,city_93,0.865,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Oct-49,Early Stage Startup,4,7,1
20806,city_100,0.887,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,,,0,15,0
16667,city_136,0.897,Male,Has relevent experience,,Graduate,STEM,7,50-99,Pvt Ltd,1,21,0
24034,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,0,216,1
27659,city_28,0.939,Male,Has relevent experience,Part time course,Graduate,STEM,8,10000+,Pvt Ltd,1,114,0
28881,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,,Pvt Ltd,1,41,1
22113,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,1,220,0
2021,city_21,0.624,,No relevent experience,Full time course,High School,,4,<10,Early Stage Startup,,4,0
16586,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,4,34,0
14728,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,1,26,0
7713,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,126,0
32980,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,1,28,1
26251,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Public Sector,2,135,0
21255,city_99,0.915,Male,Has relevent experience,no_enrollment,High School,,>20,1000-4999,Pvt Ltd,2,26,0
26830,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,10000+,Other,1,80,0
6529,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Pvt Ltd,2,113,0
9884,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,13,<10,Pvt Ltd,4,30,1
8238,city_33,0.4479999999999999,,Has relevent experience,Part time course,Graduate,STEM,10,50-99,NGO,>4,48,1
13251,city_103,0.92,,No relevent experience,no_enrollment,Primary School,,8,,,0,110,0
8086,city_90,0.698,Male,No relevent experience,Part time course,Masters,STEM,3,50-99,Pvt Ltd,3,149,0
10607,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,39,1
1719,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,4,7,0
12133,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,2,18,0
25630,city_71,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Public Sector,2,16,0
6079,city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,12,,,0,50,0
28767,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,30,1
11164,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,3,47,0
6849,city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,0,31,0
16729,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,17,,,1,43,0
23197,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,3,69,0
31519,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,4,,,0,37,1
19450,city_67,0.855,,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,20,0
29499,city_19,0.682,Other,No relevent experience,Full time course,Graduate,Other,13,,,2,42,0
3716,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Early Stage Startup,1,23,0
23519,city_103,0.92,Female,No relevent experience,Part time course,Graduate,STEM,3,,,0,45,0
29485,city_99,0.915,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,48,1
25346,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,14,1
28853,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,4,,,2,76,1
9687,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Public Sector,>4,140,0
14943,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,>4,36,1
3746,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,2,Oct-49,Funded Startup,0,55,0
8270,city_45,0.89,,No relevent experience,Full time course,High School,,4,,,0,326,1
24427,city_64,0.6659999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,2,,,1,7,0
28474,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,,,4,19,0
28418,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,33,0
26477,city_67,0.855,Male,Has relevent experience,Full time course,Graduate,STEM,5,Oct-49,Pvt Ltd,1,240,0
32559,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,21,0
20681,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,4,15,0
26015,city_16,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,2,45,0
30569,city_141,0.763,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Oct-49,Pvt Ltd,2,50,0
1735,city_149,0.6890000000000001,,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Funded Startup,1,63,0
27272,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,6,50-99,NGO,1,39,0
19059,city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,5,,,1,18,0
9111,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Early Stage Startup,1,165,0
12477,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,>4,62,0
1616,city_76,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,7,100-500,Pvt Ltd,1,27,0
24564,city_160,0.92,,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,72,0
13922,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,50-99,Pvt Ltd,1,62,0
2029,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Funded Startup,2,4,0
17030,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,3,0
20529,city_101,0.5579999999999999,,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,1,100,1
25583,city_160,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,10,,,1,79,1
6958,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,139,0
20341,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,47,0
15199,city_103,0.92,,Has relevent experience,Part time course,Graduate,Business Degree,14,<10,Pvt Ltd,1,9,1
25388,city_21,0.624,,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,22,1
2602,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,222,0
3729,city_103,0.92,Male,Has relevent experience,Full time course,High School,,5,1000-4999,Pvt Ltd,1,34,0
28089,city_28,0.939,Female,No relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,24,0
21471,city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,2,,,1,43,1
8251,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,,1,194,0
28157,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Oct-49,Pvt Ltd,3,7,0
1294,city_114,0.926,Male,Has relevent experience,Full time course,High School,,10,100-500,Other,0,40,1
31964,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16,<10,Funded Startup,1,57,0
33081,city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,16,100-500,Pvt Ltd,1,105,0
13016,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,,,2,61,0
15949,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,,2,18,0
26687,city_114,0.926,Female,No relevent experience,no_enrollment,Masters,STEM,6,<10,Public Sector,>4,4,0
4653,city_114,0.926,Male,No relevent experience,no_enrollment,High School,,7,,Pvt Ltd,0,22,0
6800,city_123,0.738,,Has relevent experience,Full time course,Graduate,STEM,13,100-500,,,73,0
21215,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,43,0
11037,city_71,0.884,Male,Has relevent experience,no_enrollment,High School,,10,,,1,96,0
9597,city_16,0.91,,No relevent experience,Full time course,Graduate,STEM,1,,,1,26,1
17642,city_134,0.698,,No relevent experience,no_enrollment,,,,,,0,33,0
7590,city_103,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,176,0
10631,city_21,0.624,Male,No relevent experience,Full time course,Masters,Other,1,50-99,Pvt Ltd,0,20,1
19448,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,314,1
21608,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,>4,5,0
31953,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,3,<10,Pvt Ltd,2,74,0
3961,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Funded Startup,1,103,0
7451,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,33,1
2384,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Pvt Ltd,>4,108,0
24511,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,NGO,1,72,0
31932,city_83,0.923,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,2,56,1
10365,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,118,0
26853,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,<10,NGO,1,72,1
19495,city_104,0.924,,No relevent experience,Full time course,,,2,<10,Early Stage Startup,0,84,0
15017,city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,4,,,2,25,0
28860,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,Oct-49,Funded Startup,1,90,0
20171,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,29,0
2975,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,20,Oct-49,Pvt Ltd,1,13,0
31553,city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,,2,64,0
16892,city_142,0.727,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,3,94,1
26849,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,2,97,1
26067,city_21,0.624,,No relevent experience,Full time course,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,14,1
14073,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,11,Oct-49,Funded Startup,1,90,0
5250,city_103,0.92,,Has relevent experience,,Phd,STEM,3,,Pvt Ltd,0,94,0
2994,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,6,0
7167,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Oct-49,,1,8,0
